gene,chains,tune,beta_mean_nuts,psp_nuts,lfsr_nuts,n_obs,beta_sd_nuts,n_sgrna,draws,n_sample,p_abs_beta_ge_0_3,p_abs_beta_ge_0_5,p_beta_gt_0,p_beta_lt_0,psp_draws,lfsr_draws,hit
ASB2,2,1000,0.1305199304109008,0.9155,0.0845,16,0.0969262550895534,4,1000,4,0.0415,0.0005,0.9155,0.0845,0.9155,0.08450000000000002,False
ASCC2,2,1000,-0.1276926031297744,0.089,0.089,16,0.0956695884118657,4,1000,4,0.0335,0.0,0.089,0.911,0.089,0.089,False
ASCC3,2,1000,0.2297416450592656,0.9755,0.0244999999999999,16,0.1150949642872593,4,1000,4,0.275,0.0075,0.9755,0.0245,0.9755,0.024499999999999966,False
ASF1A,2,1000,-0.5739571106124225,0.0,0.0,16,0.1504134826799694,4,1000,4,0.963,0.696,0.0,1.0,0.0,0.0,True
ASNA1,2,1000,0.2844547300788612,0.9767441860465116,0.0232558139534884,16,0.1266108625223741,4,1000,4,0.46511627906976744,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.9767441860465116,0.023255813953488413,False
ASTN2,2,1000,0.1319768589374216,0.916,0.0839999999999999,16,0.0960870829995548,4,1000,4,0.0435,0.0,0.916,0.084,0.916,0.08399999999999996,False
ASUN,2,1000,0.2025153876014461,0.967,0.033,16,0.1106722302662464,4,1000,4,0.1865,0.003,0.967,0.033,0.967,0.03300000000000003,False
ASXL2,2,1000,0.088322489336588,0.826,0.174,16,0.0932316399673427,4,1000,4,0.0105,0.0,0.826,0.174,0.826,0.17400000000000004,False
ATF1,2,1000,0.1010958136270981,0.8155,0.1845,16,0.1110898611634009,4,1000,4,0.0385,0.001,0.8155,0.1845,0.8155,0.1845,False
ATF3,2,1000,0.0492124384870136,0.622,0.378,16,0.1494373861076501,4,1000,4,0.0515,0.0015,0.622,0.378,0.622,0.378,False
ATF6B,2,1000,-0.1460291286086909,0.085,0.085,16,0.1076381180278374,4,1000,4,0.0795,0.0,0.085,0.915,0.085,0.085,False
ATF7IP,2,1000,0.1297290366653123,0.9115,0.0885,16,0.095319580601008,4,1000,4,0.0345,0.0,0.9115,0.0885,0.9115,0.08850000000000002,False
ATL1,2,1000,-0.2648128884054677,0.0,0.0,16,0.1023196161498374,4,1000,4,0.4186046511627907,0.0,0.0,1.0,0.0,0.0,False
ATP13A2,2,1000,-0.1344555379408187,0.1335,0.1335,16,0.1172743775472363,4,1000,4,0.079,0.001,0.1335,0.8665,0.1335,0.1335,False
ATP1A1,2,1000,0.2129454438009495,0.974,0.026,16,0.1066816071160278,4,1000,4,0.211,0.003,0.974,0.026,0.974,0.026000000000000023,False
ATP1B1,2,1000,-0.1192958661478999,0.1485,0.1485,16,0.1142354099649461,4,1000,4,0.057,0.0005,0.1485,0.8515,0.1485,0.1485,False
ATP2B2,2,1000,-0.1740845855250763,0.1395348837209302,0.1395348837209302,16,0.1509460868442082,4,1000,4,0.13953488372093023,0.023255813953488372,0.13953488372093023,0.8604651162790697,0.13953488372093023,0.13953488372093023,False
ATP5C1,2,1000,0.114637901068079,0.889,0.1109999999999999,16,0.0946789061118633,4,1000,4,0.0235,0.0,0.889,0.111,0.889,0.11099999999999999,False
ATP5D,2,1000,0.1152475280527424,0.874,0.126,16,0.1032532817701048,4,1000,4,0.043,0.001,0.874,0.126,0.874,0.126,False
ATP5H,2,1000,0.2908728885874621,0.992,0.008,16,0.1185452881383654,4,1000,4,0.4625,0.0395,0.992,0.008,0.992,0.008000000000000007,False
ATP5J,2,1000,0.1310599176941115,0.8815,0.1185,16,0.1084021293161552,4,1000,4,0.061,0.0005,0.8815,0.1185,0.8815,0.11850000000000005,False
ATP6V0B,2,1000,0.3485885706470905,0.9975,0.0024999999999999,16,0.1165184808117192,4,1000,4,0.6595,0.0905,0.9975,0.0025,0.9975,0.0024999999999999467,False
ATP6V1A,2,1000,-0.1105412928730069,0.144,0.144,16,0.1027560328876323,4,1000,4,0.032,0.0,0.144,0.856,0.144,0.144,False
ATP6V1G3,2,1000,-0.1291519462571828,0.1145,0.1145,16,0.1121960727082418,4,1000,4,0.061,0.0015,0.1145,0.8855,0.1145,0.1145,False
ATP6V1H,2,1000,-0.1896831748772044,0.0,0.0,16,0.0807188675183015,4,1000,4,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,False
ATP7A,2,1000,-0.1340424492684543,0.119,0.119,16,0.1125790042888157,4,1000,4,0.074,0.0,0.119,0.881,0.119,0.119,False
ATP8B4,2,1000,-0.0497399189887838,0.2925,0.2925,16,0.0914730508005461,4,1000,4,0.002,0.0,0.2925,0.7075,0.2925,0.2925,False
ATR,2,1000,0.1155993733580608,0.896,0.1039999999999999,16,0.0891031333517287,4,1000,4,0.018,0.0,0.896,0.104,0.896,0.10399999999999998,False
ATRNL1,2,1000,-0.1043413073921307,0.1935,0.1935,16,0.1204039964296772,4,1000,4,0.0555,0.0,0.1935,0.8065,0.1935,0.1935,False
ATXN1L,2,1000,-0.1927203460776381,0.046,0.046,16,0.1169718656885806,4,1000,4,0.1795,0.006,0.046,0.954,0.046,0.046,False
ATXN2L,2,1000,-0.1854599667419212,0.0505,0.0505,16,0.1165227298571031,4,1000,4,0.1685,0.0025,0.0505,0.9495,0.0505,0.0505,False
AUP1,2,1000,-0.563707204377265,0.0,0.0,16,0.1466079074120302,4,1000,4,0.963,0.6705,0.0,1.0,0.0,0.0,True
AVEN,2,1000,0.1426961258987117,0.9235,0.0765,16,0.1005616669839823,4,1000,4,0.051,0.0,0.9235,0.0765,0.9235,0.07650000000000001,False
AZIN2,2,1000,-0.0597102680085456,0.2645,0.2645,16,0.096228780386213,4,1000,4,0.0075,0.0,0.2645,0.7355,0.2645,0.2645,False
B3GAT1,2,1000,-0.0938056435189211,0.1585,0.1585,16,0.0971179552076899,4,1000,4,0.0205,0.0,0.1585,0.8415,0.1585,0.1585,False
B3GNT3,2,1000,-0.1735138051605795,0.06,0.06,16,0.1108056776749783,4,1000,4,0.1315,0.0015,0.06,0.94,0.06,0.06,False
B3GNT6,2,1000,0.1702025228532913,0.953,0.047,16,0.1020877553469768,4,1000,4,0.103,0.0005,0.953,0.047,0.953,0.04700000000000004,False
B4GAT1,2,1000,0.1234355192197776,0.8965,0.1035,16,0.0951090279984637,4,1000,4,0.029,0.0,0.8965,0.1035,0.8965,0.10350000000000004,False
B9D1,2,1000,-0.1609459458484967,0.058,0.058,16,0.1044970277167979,4,1000,4,0.1005,0.0005,0.058,0.942,0.058,0.058,False
BACH2,2,1000,-0.65319972319285,0.0,0.0,16,0.1537829551590474,4,1000,4,0.9915,0.839,0.0,1.0,0.0,0.0,True
BAG3,2,1000,0.1483965056622965,0.91,0.0899999999999999,16,0.1127024584487432,4,1000,4,0.091,0.0005,0.91,0.09,0.91,0.08999999999999997,False
BAK1,2,1000,0.3209032028345983,1.0,0.0,16,0.1007239189192823,4,1000,4,0.6046511627906976,0.06976744186046512,1.0,0.0,1.0,0.0,False
BANF1,2,1000,0.2797332411671092,0.9905,0.0094999999999999,16,0.1171314050622721,4,1000,4,0.4255,0.03,0.9905,0.0095,0.9905,0.009499999999999953,False
BAP1,2,1000,0.2346037566831569,0.9415,0.0584999999999999,16,0.1514411777389742,4,1000,4,0.3255,0.046,0.9415,0.0585,0.9415,0.058499999999999996,False
BATF3,2,1000,-0.2612214386555708,0.0075,0.0075,16,0.1136849430732023,4,1000,4,0.3775,0.0185,0.0075,0.9925,0.0075,0.0075,False
BAZ1B,2,1000,-1.0030913080077797,0.0,0.0,16,0.1805423927558384,4,1000,4,0.999,0.9855,0.0,1.0,0.0,0.0,True
BBS10,2,1000,0.1087395147803108,0.884,0.1159999999999999,16,0.092069220032161,4,1000,4,0.0205,0.0,0.884,0.116,0.884,0.11599999999999999,False
BBS12,2,1000,-0.08912577091834,0.162,0.162,16,0.0908782606360886,4,1000,4,0.01,0.0,0.162,0.838,0.162,0.162,False
BCAS2,2,1000,-0.1564046549819462,0.082,0.082,16,0.1128766997197795,4,1000,4,0.1015,0.0005,0.082,0.918,0.082,0.082,False
BCAS3,2,1000,-0.2365506900065791,0.0145,0.0145,16,0.1100276338126452,4,1000,4,0.277,0.0075,0.0145,0.9855,0.0145,0.0145,False
BCAS4,2,1000,0.2866415128345884,1.0,0.0,16,0.1010957437990008,4,1000,4,0.46511627906976744,0.046511627906976744,1.0,0.0,1.0,0.0,False
BCL11A,2,1000,-0.1901408292991256,0.0375,0.0375,16,0.1080522327225116,4,1000,4,0.1515,0.0025,0.0375,0.9625,0.0375,0.0375,False
BCL11B,2,1000,0.359957882106806,0.9715,0.0284999999999999,16,0.1827068363855204,4,1000,4,0.9215,0.5335,0.9995,0.0005,0.9995,0.0004999999999999449,True
BCL2L2-PABPN1,2,1000,0.2543666748091321,0.991,0.009,16,0.1072072896258772,4,1000,4,0.3305,0.009,0.991,0.009,0.991,0.009000000000000008,False
BCL7B,2,1000,0.1574499354627176,0.8515,0.1484999999999999,16,0.1539892168190056,4,1000,4,0.188,0.011,0.8515,0.1485,0.8515,0.14849999999999997,False
BCL7C,2,1000,0.1756904006071839,0.874,0.126,16,0.1525062794900383,4,1000,4,0.207,0.0165,0.874,0.126,0.874,0.126,False
BCL9L,2,1000,0.2754813718017789,0.989,0.011,16,0.1182362001044193,4,1000,4,0.4265,0.0295,0.989,0.011,0.989,0.01100000000000001,False
BCO2,2,1000,-0.0619635119962875,0.2595,0.2595,16,0.0932673341938719,4,1000,4,0.003,0.0,0.2595,0.7405,0.2595,0.2595,False
BEAN1,2,1000,-0.2470178866350864,0.0145,0.0145,16,0.1126922314880194,4,1000,4,0.3195,0.0125,0.0145,0.9855,0.0145,0.0145,False
BECN1,2,1000,-0.065358969398691,0.2515,0.2515,16,0.0947889671257814,4,1000,4,0.0095,0.0,0.2515,0.7485,0.2515,0.2515,False
BEND3,2,1000,-0.0822325155579099,0.1865,0.1865,16,0.090118261323945,4,1000,4,0.0095,0.0,0.1865,0.8135,0.1865,0.1865,False
BEND5,2,1000,0.1312774696812579,0.903,0.0969999999999999,16,0.0999567695541599,4,1000,4,0.051,0.0,0.903,0.097,0.903,0.09699999999999998,False
BEND7,2,1000,-0.0786327145025023,0.1875,0.1875,16,0.0902053667324919,4,1000,4,0.009,0.0,0.1875,0.8125,0.1875,0.1875,False
BHLHE40,2,1000,-0.6722101876658211,0.0,0.0,16,0.1475333482388358,4,1000,4,0.9935,0.8735,0.0,1.0,0.0,0.0,True
BLMH,2,1000,-0.0995272971250564,0.1545,0.1545,16,0.0973961125207889,4,1000,4,0.0225,0.0,0.1545,0.8455,0.1545,0.1545,False
BLOC1S6,2,1000,-0.1289365945567159,0.0895,0.0895,16,0.0960653222232274,4,1000,4,0.0395,0.0,0.0895,0.9105,0.0895,0.0895,False
BMP1,2,1000,-0.2535075366782364,0.0,0.0,16,0.1012150689164752,4,1000,4,0.3488372093023256,0.0,0.0,1.0,0.0,0.0,False
BMP7,2,1000,0.15722774737175,0.9295,0.0705,16,0.1076183954944563,4,1000,4,0.097,0.0005,0.9295,0.0705,0.9295,0.07050000000000001,False
BMP8A,2,1000,0.1877897523067502,0.96,0.04,16,0.10710498932877,4,1000,4,0.1395,0.002,0.96,0.04,0.96,0.040000000000000036,False
BOD1,2,1000,0.2483192085562024,1.0,0.0,16,0.1256832589200196,4,1000,4,0.3488372093023256,0.023255813953488372,1.0,0.0,1.0,0.0,False
BOD1L1,2,1000,-0.1453149983499496,0.108,0.108,16,0.119833431837284,4,1000,4,0.09,0.004,0.108,0.892,0.108,0.108,False
BPIFA3,2,1000,0.2098409197848356,0.966,0.034,16,0.1117018687540862,4,1000,4,0.2065,0.0055,0.966,0.034,0.966,0.03400000000000003,False
BPTF,2,1000,0.3951566429973691,0.999,0.001,16,0.1307592587566623,4,1000,4,0.774,0.209,0.999,0.001,0.999,0.0010000000000000009,False
BRAT1,2,1000,0.1770076933413398,0.9445,0.0554999999999999,16,0.1097630973550565,4,1000,4,0.1295,0.001,0.9445,0.0555,0.9445,0.055499999999999994,False
BRCA1,2,1000,-0.1326623801430184,0.1175,0.1175,16,0.1069764081195007,4,1000,4,0.06,0.0,0.1175,0.8825,0.1175,0.1175,False
BRF1,2,1000,0.2860827433406813,0.9955,0.0044999999999999,16,0.1077436555127472,4,1000,4,0.4515,0.025,0.9955,0.0045,0.9955,0.0044999999999999485,False
BRF2,2,1000,0.2090191466881495,0.974,0.026,16,0.1057549313776597,4,1000,4,0.188,0.0025,0.974,0.026,0.974,0.026000000000000023,False
BRINP3,2,1000,-0.2428723881557627,0.0105,0.0105,16,0.1060455741494032,4,1000,4,0.292,0.0065,0.0105,0.9895,0.0105,0.0105,False
BRIP1,2,1000,-0.1855499712686045,0.047,0.047,16,0.1127536528095987,4,1000,4,0.152,0.0025,0.047,0.953,0.047,0.047,False
BRK1,2,1000,-1.0466191482795462,0.0,0.0,16,0.1772139503815629,4,1000,4,1.0,0.991,0.0,1.0,0.0,0.0,True
BRPF1,2,1000,0.1648972946751534,0.8175,0.1825,16,0.1817155957482527,4,1000,4,0.564,0.121,0.99,0.01,0.99,0.010000000000000009,False
BRPF3,2,1000,0.1474065740080095,0.897,0.1029999999999999,16,0.1161473266884274,4,1000,4,0.089,0.0005,0.897,0.103,0.897,0.10299999999999998,False
BST1,2,1000,0.172638876989395,0.965,0.035,16,0.0943083267184493,4,1000,4,0.0895,0.001,0.965,0.035,0.965,0.03500000000000003,False
BTBD16,2,1000,-0.505998777175848,0.0,0.0,16,0.1442679828613136,4,1000,4,0.925,0.5225,0.0,1.0,0.0,0.0,True
BTBD8,2,1000,-0.5698846923112654,0.0,0.0,16,0.1496037067436069,4,1000,4,0.959,0.697,0.0,1.0,0.0,0.0,True
BTBD9,2,1000,-0.1336567456880016,0.109,0.109,16,0.1071822686677869,4,1000,4,0.069,0.0,0.109,0.891,0.109,0.109,False
BTD,2,1000,0.1294523341020377,0.9075,0.0925,16,0.0977286410051731,4,1000,4,0.036,0.0,0.9075,0.0925,0.9075,0.09250000000000003,False
BUD13,2,1000,0.0959525545207744,0.752,0.248,16,0.1423557787906543,4,1000,4,0.0785,0.002,0.752,0.248,0.752,0.248,False
BUD31,2,1000,0.3474719847492149,0.9985,0.0014999999999999,16,0.1179412037724109,4,1000,4,0.667,0.096,0.9985,0.0015,0.9985,0.0014999999999999458,False
BZRAP1,2,1000,0.1194986739262072,0.9065,0.0935,16,0.0899240260005082,4,1000,4,0.0215,0.0,0.9065,0.0935,0.9065,0.09350000000000003,False
C11orf1,2,1000,-0.1005146273209773,0.1515,0.1515,16,0.0969342834736536,4,1000,4,0.027,0.0,0.1515,0.8485,0.1515,0.1515,False
C11orf53,2,1000,-0.1442012905623921,0.1095,0.1095,16,0.1178480893235357,4,1000,4,0.0945,0.0015,0.1095,0.8905,0.1095,0.1095,False
C11orf57,2,1000,-0.2043393477102984,0.0415,0.0415,16,0.114965304147013,4,1000,4,0.1975,0.007,0.0415,0.9585,0.0415,0.0415,False
C11orf74,2,1000,-0.1509813080947485,0.076,0.076,16,0.1078563595749833,4,1000,4,0.081,0.0015,0.076,0.924,0.076,0.076,False
C11orf80,2,1000,0.1805402238538435,0.9275,0.0725,16,0.1220972197661266,4,1000,4,0.1645,0.003,0.9275,0.0725,0.9275,0.07250000000000001,False
C12orf73,2,1000,0.1210538484443038,0.85,0.15,16,0.1130867008341924,4,1000,4,0.058,0.0,0.85,0.15,0.85,0.15000000000000002,False
C12orf76,2,1000,0.1799054302207183,0.9445,0.0554999999999999,16,0.1141128753433568,4,1000,4,0.144,0.004,0.9445,0.0555,0.9445,0.055499999999999994,False
C12orf80,2,1000,-0.1675773911086152,0.053,0.053,16,0.1047303396986197,4,1000,4,0.098,0.002,0.053,0.947,0.053,0.053,False
C14orf132,2,1000,-0.1169079909422755,0.1615,0.1615,16,0.1111402026577124,4,1000,4,0.05,0.0,0.1615,0.8385,0.1615,0.1615,False
C14orf177,2,1000,0.1366621910850793,0.9265,0.0735,16,0.0923325417210848,4,1000,4,0.043,0.0,0.9265,0.0735,0.9265,0.07350000000000001,False
C15orf26,2,1000,-0.0784454788250793,0.2065,0.2065,16,0.0968454569866346,4,1000,4,0.0125,0.0,0.2065,0.7935,0.2065,0.2065,False
C15orf38-AP3S2,2,1000,-0.0713415803702497,0.2085,0.2085,16,0.0876381290238362,4,1000,4,0.006,0.0,0.2085,0.7915,0.2085,0.2085,False
C15orf39,2,1000,-0.339327891687274,0.0,0.0,16,0.0778392860296994,4,1000,4,0.6744186046511628,0.046511627906976744,0.0,1.0,0.0,0.0,False
C15orf43,2,1000,-0.1288592688308419,0.0945,0.0945,16,0.1016614378646448,4,1000,4,0.046,0.0,0.0945,0.9055,0.0945,0.0945,False
C16orf54,2,1000,-0.1260006089326341,0.1045,0.1045,16,0.0988404724036525,4,1000,4,0.0385,0.0005,0.1045,0.8955,0.1045,0.1045,False
C16orf59,2,1000,-0.1195965033490483,0.1035,0.1035,16,0.0950205364910402,4,1000,4,0.0265,0.0,0.1035,0.8965,0.1035,0.1035,False
C16orf72,2,1000,-0.9883943198961644,0.0,0.0,16,0.181418513250842,4,1000,4,1.0,0.9865,0.0,1.0,0.0,0.0,True
C16orf78,2,1000,0.2086729832220129,0.9785,0.0214999999999999,16,0.1043490020660452,4,1000,4,0.191,0.001,0.9785,0.0215,0.9785,0.021499999999999964,False
C17orf47,2,1000,-0.123668839709772,0.129,0.129,16,0.1122751218891131,4,1000,4,0.064,0.001,0.129,0.871,0.129,0.129,False
C17orf53,2,1000,-0.1638666561784968,0.0655,0.0655,16,0.1116119150934907,4,1000,4,0.109,0.001,0.0655,0.9345,0.0655,0.0655,False
C17orf70,2,1000,-0.3483355324715473,0.002,0.002,16,0.1194126810794631,4,1000,4,0.6595,0.107,0.002,0.998,0.002,0.002,False
C17orf89,2,1000,0.1231727709352329,0.8585,0.1414999999999999,16,0.1144523889656244,4,1000,4,0.057,0.0,0.8585,0.1415,0.8585,0.14149999999999996,False
C19orf18,2,1000,-0.067653805945456,0.2355,0.2355,16,0.0921392340591269,4,1000,4,0.0075,0.0,0.2355,0.7645,0.2355,0.2355,False
C19orf24,2,1000,0.1382925005356927,0.902,0.0979999999999999,16,0.1077485652648213,4,1000,4,0.0685,0.0,0.902,0.098,0.902,0.09799999999999998,False
C19orf40,2,1000,-0.1218406101905611,0.128,0.128,16,0.1045121339486826,4,1000,4,0.047,0.0,0.128,0.872,0.128,0.128,False
C19orf45,2,1000,-0.15257816218965,0.088,0.088,16,0.1108345049895049,4,1000,4,0.095,0.0,0.088,0.912,0.088,0.088,False
C19orf52,2,1000,-0.178840522927899,0.0495,0.0495,16,0.1080547406246818,4,1000,4,0.132,0.002,0.0495,0.9505,0.0495,0.0495,False
C19orf81,2,1000,0.0999552312956224,0.8625,0.1374999999999999,16,0.0906387108487274,4,1000,4,0.0145,0.0,0.8625,0.1375,0.8625,0.13749999999999996,False
C1GALT1,2,1000,0.1251069604729367,0.8865,0.1135,16,0.1044392331480975,4,1000,4,0.0505,0.0,0.8865,0.1135,0.8865,0.11350000000000005,False
C1QC,2,1000,0.166954724921392,0.9435,0.0564999999999999,16,0.102913360196171,4,1000,4,0.103,0.0005,0.9435,0.0565,0.9435,0.056499999999999995,False
C1QL4,2,1000,-0.2171482042991966,0.0305,0.0305,16,0.1165748824804708,4,1000,4,0.2385,0.008,0.0305,0.9695,0.0305,0.0305,False
C1QTNF4,2,1000,-0.0894227722672787,0.1945,0.1945,16,0.1005301162255633,4,1000,4,0.0165,0.0,0.1945,0.8055,0.1945,0.1945,False
C1QTNF9B,2,1000,-0.0643267583817098,0.2665,0.2665,16,0.0973738682635182,4,1000,4,0.008,0.0,0.2665,0.7335,0.2665,0.2665,False
C1S,2,1000,-0.0591639648812818,0.2575,0.2575,16,0.096721182176188,4,1000,4,0.0055,0.0,0.2575,0.7425,0.2575,0.2575,False
C1orf112,2,1000,-0.0675663305498503,0.235,0.235,16,0.0912119911576952,4,1000,4,0.007,0.0,0.235,0.765,0.235,0.235,False
C1orf116,2,1000,-0.1053170233249605,0.16,0.16,16,0.103794750428741,4,1000,4,0.0345,0.0005,0.16,0.84,0.16,0.16,False
C1orf122,2,1000,-0.2191430682695593,0.0232558139534883,0.0232558139534883,16,0.1090420722323279,4,1000,4,0.18604651162790697,0.0,0.023255813953488372,0.9767441860465116,0.023255813953488372,0.023255813953488372,False
C1orf131,2,1000,0.1163800391799445,0.7815,0.2185,16,0.1549934187642498,4,1000,4,0.1215,0.0075,0.7815,0.2185,0.7815,0.21850000000000003,False
C1orf146,2,1000,-0.1665897932403497,0.0755,0.0755,16,0.1151658979631832,4,1000,4,0.1205,0.003,0.0755,0.9245,0.0755,0.0755,False
C1orf158,2,1000,-0.1588660899044326,0.0705,0.0705,16,0.1064149646931635,4,1000,4,0.098,0.001,0.0705,0.9295,0.0705,0.0705,False
C1orf21,2,1000,0.3773491051296249,1.0,0.0,16,0.1246662760379064,4,1000,4,0.7441860465116279,0.09302325581395349,1.0,0.0,1.0,0.0,False
C1orf210,2,1000,-0.0480062942076304,0.3005,0.3005,16,0.0965206814109513,4,1000,4,0.009,0.0,0.3005,0.6995,0.3005,0.3005,False
C1orf216,2,1000,0.1681151348016418,0.9415,0.0584999999999999,16,0.1036164979249158,4,1000,4,0.104,0.001,0.9415,0.0585,0.9415,0.058499999999999996,False
C1orf27,2,1000,0.1596709490442756,0.9405,0.0595,16,0.105294946023482,4,1000,4,0.093,0.0,0.9405,0.0595,0.9405,0.0595,False
C1orf54,2,1000,-0.1426069916208847,0.114,0.114,16,0.1161637394639642,4,1000,4,0.0885,0.0,0.114,0.886,0.114,0.114,False
C1orf68,2,1000,-0.0645472203055151,0.2485,0.2485,16,0.0908649100428786,4,1000,4,0.0045,0.0,0.2485,0.7515,0.2485,0.2485,False
C20orf24,2,1000,-0.0932616644708194,0.151,0.151,16,0.0929399805549401,4,1000,4,0.0125,0.0,0.151,0.849,0.151,0.151,False
C20orf96,2,1000,0.0928152208329943,0.83,0.17,16,0.0979583601438922,4,1000,4,0.019,0.0005,0.83,0.17,0.83,0.17000000000000004,False
C21orf59,2,1000,0.3924868340750297,1.0,0.0,16,0.1513922195284857,4,1000,4,0.7209302325581395,0.2558139534883721,1.0,0.0,1.0,0.0,False
C22orf39,2,1000,-0.0720624735932244,0.22,0.22,16,0.0932112426687439,4,1000,4,0.008,0.0,0.22,0.78,0.22,0.22,False
C2CD3,2,1000,-0.1079358952248108,0.1335,0.1335,16,0.0972136917396166,4,1000,4,0.026,0.0,0.1335,0.8665,0.1335,0.1335,False
C2CD4D,2,1000,0.157529821872808,0.8935,0.1065,16,0.1249581713350338,4,1000,4,0.1265,0.0035,0.8935,0.1065,0.8935,0.10650000000000004,False
C2orf27A,2,1000,0.2331097467238684,0.9835,0.0164999999999999,16,0.1061601247159322,4,1000,4,0.2645,0.004,0.9835,0.0165,0.9835,0.01649999999999996,False
C2orf73,2,1000,-0.1859012648742799,0.037,0.037,16,0.107465140707695,4,1000,4,0.1395,0.004,0.037,0.963,0.037,0.037,False
C3orf17,2,1000,0.144947462111367,0.828,0.172,16,0.150941187832876,4,1000,4,0.1635,0.0085,0.828,0.172,0.828,0.17200000000000004,False
C3orf70,2,1000,-0.1167354521350124,0.135,0.135,16,0.106376433388659,4,1000,4,0.046,0.0,0.135,0.865,0.135,0.135,False
C4BPA,2,1000,-0.1051528524481903,0.155,0.155,16,0.1032805808290207,4,1000,4,0.033,0.0,0.155,0.845,0.155,0.155,False
C4orf22,2,1000,0.1178497019835253,0.8805,0.1195,16,0.098421086228005,4,1000,4,0.03,0.0,0.8805,0.1195,0.8805,0.11950000000000005,False
C4orf48,2,1000,-0.1458026703087057,0.0715,0.0715,16,0.098261294886975,4,1000,4,0.065,0.0,0.0715,0.9285,0.0715,0.0715,False
C6orf106,2,1000,0.1494915786633165,0.94,0.06,16,0.0972889916899138,4,1000,4,0.0615,0.001,0.94,0.06,0.94,0.06000000000000005,False
C6orf47,2,1000,-0.1593128664599292,0.071,0.071,16,0.1114528030653033,4,1000,4,0.105,0.001,0.071,0.929,0.071,0.071,False
C7,2,1000,-0.1487874139229806,0.0965,0.0965,16,0.1125681163643432,4,1000,4,0.091,0.0015,0.0965,0.9035,0.0965,0.0965,False
C7orf31,2,1000,-0.1656098803018314,0.0355,0.0355,16,0.0917294309491141,4,1000,4,0.07,0.0,0.0355,0.9645,0.0355,0.0355,False
C7orf34,2,1000,-0.1073237260628536,0.1825,0.1825,16,0.1149773706362038,4,1000,4,0.052,0.0,0.1825,0.8175,0.1825,0.1825,False
C7orf43,2,1000,-0.1300079180661983,0.138,0.138,16,0.1184306296944502,4,1000,4,0.072,0.002,0.138,0.862,0.138,0.138,False
C7orf65,2,1000,0.1315380304590113,0.9265,0.0735,16,0.0928290826417509,4,1000,4,0.037,0.0,0.9265,0.0735,0.9265,0.07350000000000001,False
C7orf71,2,1000,-0.1248252370569479,0.0915,0.0915,16,0.0939512917273795,4,1000,4,0.03,0.0,0.0915,0.9085,0.0915,0.0915,False
C8orf76,2,1000,-0.1574889983942424,0.0805,0.0805,16,0.1110960074107243,4,1000,4,0.103,0.0005,0.0805,0.9195,0.0805,0.0805,False
C8orf86,2,1000,-0.0475608140496121,0.301,0.301,16,0.090612953884336,4,1000,4,0.0035,0.0,0.301,0.699,0.301,0.301,False
C9,2,1000,-0.0815095480671169,0.184,0.184,16,0.0927494974722697,4,1000,4,0.0095,0.0,0.184,0.816,0.184,0.184,False
C9orf117,2,1000,-0.1109671597342968,0.1445,0.1445,16,0.1055327523327766,4,1000,4,0.037,0.0,0.1445,0.8555,0.1445,0.1445,False
C9orf16,2,1000,-0.1005785623469732,0.199,0.199,16,0.1129076388405251,4,1000,4,0.0335,0.0,0.199,0.801,0.199,0.199,False
C9orf41,2,1000,-0.1720600105780802,0.07,0.07,16,0.1170029160720668,4,1000,4,0.1365,0.0035,0.07,0.93,0.07,0.07,False
C9orf50,2,1000,0.2283685735141109,0.9885,0.0114999999999999,16,0.1054887989407141,4,1000,4,0.253,0.004,0.9885,0.0115,0.9885,0.011499999999999955,False
C9orf62,2,1000,-0.0961322806246063,0.1555,0.1555,16,0.0957089662487121,4,1000,4,0.016,0.0,0.1555,0.8445,0.1555,0.1555,False
C9orf78,2,1000,0.1012087228460043,0.844,0.156,16,0.0975687358226904,4,1000,4,0.024,0.0,0.844,0.156,0.844,0.15600000000000003,False
C9orf9,2,1000,0.11532225694816,0.8915,0.1085,16,0.0904530198784429,4,1000,4,0.0175,0.0,0.8915,0.1085,0.8915,0.10850000000000004,False
C9orf92,2,1000,-0.0435287335028869,0.3235,0.3235,16,0.1024240870958893,4,1000,4,0.0065,0.0,0.3235,0.6765,0.3235,0.3235,False
CA11,2,1000,-0.1866144001116677,0.0505,0.0505,16,0.116611238578777,4,1000,4,0.1675,0.003,0.0505,0.9495,0.0505,0.0505,False
CA2,2,1000,-0.0844463325572623,0.18,0.18,16,0.0912541620017675,4,1000,4,0.0135,0.0,0.18,0.82,0.18,0.18,False
CA9,2,1000,-0.3114139908792501,0.0,0.0,16,0.1231876143323639,4,1000,4,0.5116279069767442,0.023255813953488372,0.0,1.0,0.0,0.0,False
CAB39,2,1000,-0.1301642352447841,0.1365,0.1365,16,0.118083252019886,4,1000,4,0.0765,0.0,0.1365,0.8635,0.1365,0.1365,False
CABIN1,2,1000,-0.7359382125360515,0.0,0.0,16,0.1487020800351647,4,1000,4,0.998,0.942,0.0,1.0,0.0,0.0,True
CABP1,2,1000,-0.0735367965329397,0.2445,0.2445,16,0.0982183444102829,4,1000,4,0.009,0.0,0.2445,0.7555,0.2445,0.2445,False
